head,relation,tail
Orange,showsSymptom,Leaf_Wilting
Orange,showsSymptom,Stunted_Growth
Orange,showsSymptom,Dark_Margins
Orange,showsSymptom,Yellowing_Leaves
Peach,showsSymptom,Water_Soaked_Lesions
Peach,showsSymptom,Necrotic_Tissue
Peach,showsSymptom,Curling_Leaves
Peach,showsSymptom,Dark_Margins
Peach,showsSymptom,Brown_Leaf_Spots
Peach,showsSymptom,Leaf_Wilting
Peach,showsSymptom,Vein_Yellowing
Peach,showsSymptom,White_Powdery_Growth
Peach,showsSymptom,Stunted_Growth
Peach,showsSymptom,Mosaic_Patterns
Peach,showsSymptom,Yellowing_Leaves
Pepper,showsSymptom,Water_Soaked_Lesions
Pepper,showsSymptom,Necrotic_Tissue
Pepper,showsSymptom,Curling_Leaves
Pepper,showsSymptom,Dark_Margins
Pepper,showsSymptom,Brown_Leaf_Spots
Pepper,showsSymptom,Leaf_Wilting
Pepper,showsSymptom,Vein_Yellowing
Pepper,showsSymptom,White_Powdery_Growth
Pepper,showsSymptom,Stunted_Growth
Pepper,showsSymptom,Mosaic_Patterns
Pepper,showsSymptom,Yellowing_Leaves
Potato,showsSymptom,Leaf_Wilting
Potato,showsSymptom,Mosaic_Patterns
Potato,showsSymptom,White_Powdery_Growth
Potato,showsSymptom,Vein_Yellowing
Potato,showsSymptom,Leaf_Scorch
Potato,showsSymptom,Dark_Margins
Potato,showsSymptom,Brown_Leaf_Spots
Potato,showsSymptom,Water_Soaked_Lesions
Potato,showsSymptom,Stunted_Growth
Potato,showsSymptom,Yellowing_Leaves
Squash,showsSymptom,Vein_Yellowing
Squash,showsSymptom,Stunted_Growth
Squash,showsSymptom,Leaf_Scorch
Squash,showsSymptom,Curling_Leaves
Squash,showsSymptom,Mosaic_Patterns
Strawberry,showsSymptom,Leaf_Scorch
Strawberry,showsSymptom,Necrotic_Tissue
Strawberry,showsSymptom,Yellowing_Leaves
Strawberry,showsSymptom,Brown_Leaf_Spots
Tomato,showsSymptom,Water_Soaked_Lesions
Tomato,showsSymptom,Necrotic_Tissue
Tomato,showsSymptom,Curling_Leaves
Tomato,showsSymptom,Dark_Margins
Tomato,showsSymptom,Brown_Leaf_Spots
Tomato,showsSymptom,Leaf_Wilting
Tomato,showsSymptom,Vein_Yellowing
Tomato,showsSymptom,White_Powdery_Growth
Tomato,showsSymptom,Stunted_Growth
Tomato,showsSymptom,Mosaic_Patterns
Tomato,showsSymptom,Yellowing_Leaves
Tomato,showsSymptom,Leaf_Scorch
Esca,treatedBy,Bacterial_Spot
Leaf_Scorch,coOccursWith,Crop_Rotation
Mosaic_Patterns,affectsPart,Sanitation
Pruning,applicableTo,Tomato
Crop_Rotation,applicableTo,Cherry
Peach,showsSymptom,Powdery_Mildew
Powdery_Mildew,affectsPart,Yellowing_Leaves
Biological_Control,affectsPart,Grape
Leaf,showsSymptom,Pruning
Tomato,treatedBy,Water_Soaked_Lesions
Gray_Leaf_Spot,treatedBy,Tomato
Squash,affectsPart,Apple_Scab
Corn,hasDisease,Tomato
Apple_Scab,hasSymptom,Late_Blight
Vein_Yellowing,hasSymptom,Stunted_Growth
Brown_Leaf_Spots,applicableTo,Citrus_Greening
Black_Rot,coOccursWith,Squash
Cedar_Apple_Rust,treatedBy,Curling_Leaves
Bacterial_Spot,applicableTo,Orange
Squash,similarTo,Leaf_Mold
Pruning,similarTo,Brown_Leaf_Spots
Leaf_Mold,applicableTo,Dark_Margins
Orange,showsSymptom,Northern_Leaf_Blight
Gray_Leaf_Spot,hasSymptom,Cherry
Northern_Leaf_Blight,hasSymptom,Vein_Yellowing
Esca,coOccursWith,Apple_Scab
Leaf_Mold,hasDisease,Potato
Vein_Yellowing,coOccursWith,Soil_Solarization
Yellowing_Leaves,hasDisease,Septoria_Leaf_Spot
Esca,showsSymptom,Curling_Leaves
Copper_Spray,treatedBy,Orange
Fungicide,showsSymptom,Orange
Target_Spot,hasDisease,Leaf_Mold
Citrus_Greening,hasSymptom,Water_Soaked_Lesions
Spider_Mites,hasDisease,Leaf_Blight
Yellowing_Leaves,coOccursWith,Resistant_Variety
Proper_Irrigation,coOccursWith,Stunted_Growth
Early_Blight,showsSymptom,Apple_Scab
Pepper,showsSymptom,Tomato
Bacterial_Spot,applicableTo,Leaf_Blight
Strawberry,treatedBy,Proper_Irrigation
White_Powdery_Growth,hasDisease,Early_Blight
Leaf_Mold,hasDisease,Water_Soaked_Lesions
Septoria_Leaf_Spot,applicableTo,Spider_Mites
Cherry,hasSymptom,Vein_Yellowing
Apple,hasDisease,Esca
Strawberry,similarTo,Squash
Spider_Mites,hasDisease,Biological_Control
Dark_Margins,treatedBy,Tomato_Mosaic_Virus
Soil_Solarization,treatedBy,Potato
Pruning,coOccursWith,Orange
Target_Spot,similarTo,White_Powdery_Growth
Spider_Mites,applicableTo,Curling_Leaves
Water_Soaked_Lesions,hasDisease,Brown_Leaf_Spots
Crop_Rotation,hasDisease,Mosaic_Patterns
Tomato_Yellow_Leaf_Curl_Virus,hasDisease,Water_Soaked_Lesions
Proper_Irrigation,applicableTo,Copper_Spray
Orange,coOccursWith,Leaf_Blight
Crop_Rotation,hasSymptom,Peach
Strawberry,affectsPart,Remove_Infected_Plants
Leaf,affectsPart,Potato
Tomato_Mosaic_Virus,coOccursWith,Remove_Infected_Plants
Tomato_Yellow_Leaf_Curl_Virus,coOccursWith,Common_Rust
Proper_Irrigation,showsSymptom,Vein_Yellowing
White_Powdery_Growth,showsSymptom,Potato
Necrotic_Tissue,applicableTo,Stunted_Growth
Esca,similarTo,Tomato_Yellow_Leaf_Curl_Virus
Citrus_Greening,showsSymptom,Late_Blight
Squash,showsSymptom,Strawberry
Target_Spot,applicableTo,Potato
Leaf_Wilting,similarTo,Biological_Control
Cedar_Apple_Rust,hasSymptom,Peach
Black_Rot,coOccursWith,Leaf_Mold
Strawberry,applicableTo,Cherry
Corn,coOccursWith,Soil_Solarization
Biological_Control,hasSymptom,Orange
Proper_Irrigation,similarTo,Orange
Citrus_Greening,showsSymptom,Apple_Scab
Tomato_Mosaic_Virus,applicableTo,Gray_Leaf_Spot
Common_Rust,showsSymptom,Spider_Mites
Orange,applicableTo,Stunted_Growth
Water_Soaked_Lesions,hasDisease,Curling_Leaves
Black_Rot,showsSymptom,Common_Rust
Spider_Mites,treatedBy,Tomato_Mosaic_Virus
Yellowing_Leaves,coOccursWith,Biological_Control
Powdery_Mildew,similarTo,Northern_Leaf_Blight
Septoria_Leaf_Spot,affectsPart,Stunted_Growth
Pruning,affectsPart,Powdery_Mildew
Powdery_Mildew,hasDisease,Orange
Bacterial_Spot,showsSymptom,Apple_Scab
Orange,similarTo,Bacterial_Spot
Fungicide,coOccursWith,Stunted_Growth
Tomato_Mosaic_Virus,coOccursWith,Copper_Spray
Leaf,hasDisease,Tomato_Yellow_Leaf_Curl_Virus
Strawberry,coOccursWith,Sanitation
Curling_Leaves,hasSymptom,Northern_Leaf_Blight
Mosaic_Patterns,coOccursWith,Resistant_Variety
Apple,applicableTo,Pepper
Common_Rust,coOccursWith,Grape
Necrotic_Tissue,treatedBy,Leaf_Scorch
White_Powdery_Growth,hasSymptom,White_Powdery_Growth
Biological_Control,coOccursWith,Late_Blight
Copper_Spray,affectsPart,Tomato
Spider_Mites,coOccursWith,Citrus_Greening
Northern_Leaf_Blight,hasDisease,Copper_Spray
Septoria_Leaf_Spot,applicableTo,Spider_Mites
Septoria_Leaf_Spot,hasDisease,Water_Soaked_Lesions
Sanitation,affectsPart,Leaf_Mold
Leaf_Scorch,coOccursWith,Early_Blight
Leaf_Blight,affectsPart,Early_Blight
Brown_Leaf_Spots,showsSymptom,Septoria_Leaf_Spot
Vein_Yellowing,showsSymptom,Brown_Leaf_Spots
Leaf_Blight,similarTo,Gray_Leaf_Spot
Grape,coOccursWith,Peach
Apple,hasDisease,Resistant_Variety
Pruning,hasSymptom,Mosaic_Patterns
Mosaic_Patterns,similarTo,Esca
Northern_Leaf_Blight,applicableTo,Tomato
Pruning,applicableTo,Peach
White_Powdery_Growth,treatedBy,Leaf_Scorch
Black_Rot,applicableTo,Sanitation
Cherry,similarTo,Tomato_Mosaic_Virus
Leaf_Scorch,applicableTo,Mosaic_Patterns
Esca,coOccursWith,Pepper
Remove_Infected_Plants,showsSymptom,Biological_Control
Pepper,treatedBy,Peach
Proper_Irrigation,applicableTo,Leaf_Wilting
Crop_Rotation,affectsPart,Dark_Margins
Curling_Leaves,treatedBy,Common_Rust
Squash,treatedBy,Bacterial_Spot
Necrotic_Tissue,applicableTo,Dark_Margins
Northern_Leaf_Blight,hasDisease,Tomato
Leaf_Mold,applicableTo,Gray_Leaf_Spot
Pruning,affectsPart,Gray_Leaf_Spot
Proper_Irrigation,applicableTo,Leaf_Blight
Leaf_Scorch,applicableTo,Leaf_Mold
Bacterial_Spot,affectsPart,Tomato_Yellow_Leaf_Curl_Virus
Water_Soaked_Lesions,treatedBy,Potato
Remove_Infected_Plants,hasSymptom,White_Powdery_Growth
Necrotic_Tissue,treatedBy,Leaf_Scorch
Tomato_Yellow_Leaf_Curl_Virus,coOccursWith,Leaf
Tomato_Yellow_Leaf_Curl_Virus,hasDisease,Brown_Leaf_Spots
Dark_Margins,affectsPart,Orange
Citrus_Greening,coOccursWith,Northern_Leaf_Blight
Soil_Solarization,hasDisease,Cedar_Apple_Rust
Cedar_Apple_Rust,hasSymptom,White_Powdery_Growth
Fungicide,hasDisease,Tomato_Mosaic_Virus
Target_Spot,treatedBy,Tomato_Mosaic_Virus
Black_Rot,applicableTo,Common_Rust
Resistant_Variety,coOccursWith,Vein_Yellowing
Squash,coOccursWith,Target_Spot
Cedar_Apple_Rust,hasSymptom,Powdery_Mildew
Black_Rot,treatedBy,Potato
Esca,applicableTo,Orange
Soil_Solarization,hasSymptom,Apple_Scab
Necrotic_Tissue,similarTo,Cherry
Mosaic_Patterns,affectsPart,Target_Spot
Biological_Control,similarTo,Early_Blight
Northern_Leaf_Blight,hasDisease,Biological_Control
Late_Blight,showsSymptom,Curling_Leaves
Copper_Spray,affectsPart,Northern_Leaf_Blight
Biological_Control,showsSymptom,Gray_Leaf_Spot
Brown_Leaf_Spots,hasSymptom,Leaf_Blight
Septoria_Leaf_Spot,coOccursWith,Leaf_Scorch
Northern_Leaf_Blight,applicableTo,Proper_Irrigation
Tomato_Yellow_Leaf_Curl_Virus,affectsPart,Gray_Leaf_Spot
Late_Blight,affectsPart,Pruning
Potato,showsSymptom,Proper_Irrigation
Leaf_Blight,showsSymptom,Spider_Mites
Cherry,coOccursWith,Bacterial_Spot
Brown_Leaf_Spots,applicableTo,Pepper
Spider_Mites,coOccursWith,Apple
Sanitation,affectsPart,Septoria_Leaf_Spot
Powdery_Mildew,treatedBy,Bacterial_Spot
Yellowing_Leaves,coOccursWith,Common_Rust
Apple,coOccursWith,Tomato_Mosaic_Virus
Orange,similarTo,Sanitation
Spider_Mites,similarTo,Biological_Control
Water_Soaked_Lesions,similarTo,Potato
Apple,affectsPart,Leaf_Blight
Tomato_Mosaic_Virus,showsSymptom,Remove_Infected_Plants
Citrus_Greening,coOccursWith,Gray_Leaf_Spot
Citrus_Greening,hasDisease,Leaf
Pruning,affectsPart,Leaf_Blight
Leaf_Wilting,showsSymptom,Target_Spot
Leaf,showsSymptom,Remove_Infected_Plants
Soil_Solarization,hasDisease,Tomato_Mosaic_Virus
Cherry,hasDisease,Leaf_Blight
Strawberry,treatedBy,Spider_Mites
Yellowing_Leaves,hasDisease,Early_Blight
Leaf_Scorch,affectsPart,Target_Spot
Cherry,showsSymptom,Sanitation
Sanitation,affectsPart,Proper_Irrigation
Late_Blight,treatedBy,Leaf_Mold
Sanitation,hasSymptom,Fungicide
Vein_Yellowing,applicableTo,Pepper
Vein_Yellowing,treatedBy,Grape
Grape,showsSymptom,Bacterial_Spot
Brown_Leaf_Spots,hasSymptom,Spider_Mites
Leaf_Scorch,applicableTo,Cedar_Apple_Rust
Cedar_Apple_Rust,coOccursWith,White_Powdery_Growth
Corn,applicableTo,Septoria_Leaf_Spot
Septoria_Leaf_Spot,showsSymptom,Squash
Biological_Control,showsSymptom,Black_Rot
Curling_Leaves,treatedBy,Curling_Leaves
Water_Soaked_Lesions,hasSymptom,Leaf_Scorch
Pruning,coOccursWith,Leaf_Mold
Orange,hasSymptom,Crop_Rotation
Brown_Leaf_Spots,hasDisease,Spider_Mites
Vein_Yellowing,hasDisease,Cherry
Mosaic_Patterns,affectsPart,Apple
Cedar_Apple_Rust,affectsPart,Yellowing_Leaves
Strawberry,coOccursWith,Yellowing_Leaves
Resistant_Variety,showsSymptom,Apple
Northern_Leaf_Blight,hasSymptom,Stunted_Growth
Remove_Infected_Plants,showsSymptom,Powdery_Mildew
Powdery_Mildew,coOccursWith,Biological_Control
Citrus_Greening,coOccursWith,Necrotic_Tissue
Grape,showsSymptom,Fungicide
Grape,hasSymptom,Tomato
Crop_Rotation,showsSymptom,Cedar_Apple_Rust
Water_Soaked_Lesions,showsSymptom,Septoria_Leaf_Spot
Citrus_Greening,affectsPart,Apple
Tomato_Mosaic_Virus,applicableTo,Leaf_Blight
Apple_Scab,affectsPart,Septoria_Leaf_Spot
Water_Soaked_Lesions,similarTo,Cedar_Apple_Rust
Leaf_Mold,treatedBy,Bacterial_Spot
Remove_Infected_Plants,treatedBy,Leaf_Scorch
Stunted_Growth,showsSymptom,Black_Rot
Strawberry,hasDisease,Sanitation
Corn,affectsPart,Leaf_Blight
Late_Blight,applicableTo,Early_Blight
Fungicide,affectsPart,Bacterial_Spot
Sanitation,similarTo,Mosaic_Patterns
Proper_Irrigation,similarTo,Orange
Target_Spot,hasDisease,Proper_Irrigation
Mosaic_Patterns,affectsPart,Yellowing_Leaves
Orange,applicableTo,Fungicide
Leaf_Scorch,treatedBy,Northern_Leaf_Blight
Common_Rust,treatedBy,Orange
Esca,affectsPart,Mosaic_Patterns
Tomato,coOccursWith,Corn
Soil_Solarization,affectsPart,Early_Blight
Septoria_Leaf_Spot,treatedBy,Pruning
Leaf_Blight,hasDisease,Yellowing_Leaves
Septoria_Leaf_Spot,affectsPart,Citrus_Greening
Tomato_Yellow_Leaf_Curl_Virus,coOccursWith,Resistant_Variety
Crop_Rotation,showsSymptom,Spider_Mites
Cherry,applicableTo,Bacterial_Spot
Remove_Infected_Plants,hasSymptom,Northern_Leaf_Blight
Citrus_Greening,hasDisease,Pepper
Resistant_Variety,showsSymptom,Apple_Scab
Resistant_Variety,showsSymptom,Mosaic_Patterns
Sanitation,affectsPart,Brown_Leaf_Spots
Northern_Leaf_Blight,hasDisease,Peach
Leaf,hasDisease,Vein_Yellowing
Leaf_Blight,applicableTo,Proper_Irrigation
Powdery_Mildew,showsSymptom,Fungicide
Cherry,showsSymptom,Leaf_Wilting
Tomato_Mosaic_Virus,affectsPart,Grape
Septoria_Leaf_Spot,affectsPart,Potato
Gray_Leaf_Spot,coOccursWith,Apple
Brown_Leaf_Spots,applicableTo,Remove_Infected_Plants
White_Powdery_Growth,applicableTo,Strawberry
Gray_Leaf_Spot,affectsPart,Resistant_Variety
Copper_Spray,applicableTo,Peach
Orange,hasDisease,Pepper
Strawberry,hasDisease,Apple_Scab
Squash,similarTo,Target_Spot
Septoria_Leaf_Spot,hasSymptom,Corn
Northern_Leaf_Blight,treatedBy,Leaf_Wilting
Grape,applicableTo,Necrotic_Tissue
Grape,hasSymptom,Sanitation
Powdery_Mildew,showsSymptom,Proper_Irrigation
Curling_Leaves,applicableTo,Necrotic_Tissue
Bacterial_Spot,similarTo,Stunted_Growth
Esca,applicableTo,Gray_Leaf_Spot
Early_Blight,affectsPart,Esca
Strawberry,hasSymptom,Brown_Leaf_Spots
Early_Blight,showsSymptom,Remove_Infected_Plants
Water_Soaked_Lesions,hasSymptom,Biological_Control
Target_Spot,hasSymptom,Septoria_Leaf_Spot
Crop_Rotation,showsSymptom,Tomato_Yellow_Leaf_Curl_Virus
Strawberry,similarTo,Powdery_Mildew
Tomato,showsSymptom,Potato
Soil_Solarization,applicableTo,Grape
Brown_Leaf_Spots,applicableTo,Black_Rot
Stunted_Growth,hasDisease,Crop_Rotation
Late_Blight,hasSymptom,Curling_Leaves
Peach,coOccursWith,Pepper
Squash,hasDisease,Remove_Infected_Plants
Northern_Leaf_Blight,showsSymptom,Northern_Leaf_Blight
Northern_Leaf_Blight,showsSymptom,Stunted_Growth
Esca,hasDisease,Vein_Yellowing
Septoria_Leaf_Spot,similarTo,Squash
Tomato_Mosaic_Virus,applicableTo,Apple
Leaf_Mold,affectsPart,Tomato_Mosaic_Virus
Leaf,applicableTo,Sanitation
Target_Spot,coOccursWith,Peach
Yellowing_Leaves,showsSymptom,Tomato_Yellow_Leaf_Curl_Virus
Orange,applicableTo,Leaf_Blight
Cherry,treatedBy,Cedar_Apple_Rust
Water_Soaked_Lesions,affectsPart,Yellowing_Leaves
White_Powdery_Growth,coOccursWith,Cedar_Apple_Rust
Copper_Spray,similarTo,Remove_Infected_Plants
Early_Blight,coOccursWith,Curling_Leaves
Leaf_Mold,hasDisease,Early_Blight
Target_Spot,treatedBy,Tomato_Mosaic_Virus
Powdery_Mildew,affectsPart,Strawberry
Squash,similarTo,Leaf_Wilting
Dark_Margins,hasSymptom,Yellowing_Leaves
Gray_Leaf_Spot,applicableTo,Late_Blight
Leaf,hasDisease,Powdery_Mildew
Esca,similarTo,Corn
Apple_Scab,showsSymptom,Crop_Rotation
Leaf_Mold,affectsPart,Copper_Spray
Yellowing_Leaves,similarTo,Copper_Spray
Citrus_Greening,affectsPart,Vein_Yellowing
Grape,coOccursWith,Stunted_Growth
Leaf_Wilting,applicableTo,Copper_Spray
Spider_Mites,similarTo,Bacterial_Spot
Powdery_Mildew,applicableTo,Cherry
Leaf_Mold,hasSymptom,Northern_Leaf_Blight
Soil_Solarization,showsSymptom,Squash
Peach,similarTo,Target_Spot
Stunted_Growth,coOccursWith,Sanitation
Tomato_Yellow_Leaf_Curl_Virus,similarTo,Curling_Leaves
Remove_Infected_Plants,hasSymptom,Early_Blight
Fungicide,affectsPart,Apple
Tomato_Mosaic_Virus,applicableTo,Citrus_Greening
Dark_Margins,treatedBy,Strawberry
Tomato_Mosaic_Virus,affectsPart,Citrus_Greening
Target_Spot,coOccursWith,Esca
Dark_Margins,applicableTo,Northern_Leaf_Blight
Soil_Solarization,applicableTo,Squash
Water_Soaked_Lesions,hasDisease,Mosaic_Patterns
Necrotic_Tissue,hasSymptom,Pepper
Curling_Leaves,applicableTo,Leaf_Blight
Strawberry,similarTo,Pruning
Septoria_Leaf_Spot,affectsPart,Brown_Leaf_Spots
Soil_Solarization,hasSymptom,Stunted_Growth
Soil_Solarization,similarTo,Tomato
Common_Rust,showsSymptom,Leaf
Citrus_Greening,affectsPart,Bacterial_Spot
Orange,coOccursWith,Necrotic_Tissue
Early_Blight,treatedBy,Tomato
Powdery_Mildew,similarTo,Brown_Leaf_Spots
Dark_Margins,coOccursWith,Vein_Yellowing
Leaf_Scorch,coOccursWith,Squash
Pruning,coOccursWith,Proper_Irrigation
White_Powdery_Growth,hasDisease,Powdery_Mildew
Cedar_Apple_Rust,treatedBy,Leaf_Blight
Leaf_Mold,hasDisease,Citrus_Greening
Orange,treatedBy,Dark_Margins
Cherry,similarTo,Powdery_Mildew
Powdery_Mildew,coOccursWith,Squash
Gray_Leaf_Spot,treatedBy,Late_Blight
Leaf_Mold,treatedBy,Dark_Margins
Water_Soaked_Lesions,applicableTo,Corn
Citrus_Greening,hasSymptom,Sanitation
Septoria_Leaf_Spot,similarTo,Apple_Scab
Squash,hasSymptom,Septoria_Leaf_Spot
Apple_Scab,coOccursWith,Curling_Leaves
Strawberry,showsSymptom,Northern_Leaf_Blight
Necrotic_Tissue,treatedBy,Tomato
Sanitation,applicableTo,Biological_Control
Stunted_Growth,hasSymptom,Pepper
Resistant_Variety,affectsPart,Vein_Yellowing
Bacterial_Spot,similarTo,Cedar_Apple_Rust
Grape,hasSymptom,Dark_Margins
Leaf_Blight,similarTo,Peach
Cedar_Apple_Rust,showsSymptom,Northern_Leaf_Blight
Apple_Scab,applicableTo,Target_Spot
Powdery_Mildew,hasSymptom,Necrotic_Tissue
Necrotic_Tissue,coOccursWith,Biological_Control
Septoria_Leaf_Spot,coOccursWith,Mosaic_Patterns
Proper_Irrigation,affectsPart,Common_Rust
Mosaic_Patterns,hasSymptom,Gray_Leaf_Spot
Biological_Control,similarTo,Orange
Leaf_Mold,similarTo,Grape
Stunted_Growth,affectsPart,Vein_Yellowing
Bacterial_Spot,hasSymptom,Bacterial_Spot
Biological_Control,hasSymptom,Water_Soaked_Lesions
Water_Soaked_Lesions,similarTo,Copper_Spray
Dark_Margins,treatedBy,Squash
Spider_Mites,similarTo,Orange
Citrus_Greening,applicableTo,Potato
Orange,applicableTo,Leaf_Wilting
Tomato,showsSymptom,Cedar_Apple_Rust
Tomato_Mosaic_Virus,similarTo,Target_Spot
Black_Rot,coOccursWith,Grape
Orange,affectsPart,Remove_Infected_Plants
Target_Spot,similarTo,Spider_Mites
Soil_Solarization,hasSymptom,Leaf_Scorch
Leaf_Blight,coOccursWith,Copper_Spray
Biological_Control,treatedBy,Cedar_Apple_Rust
Orange,showsSymptom,Tomato_Yellow_Leaf_Curl_Virus
Late_Blight,showsSymptom,Apple
Leaf_Scorch,showsSymptom,Proper_Irrigation
Potato,treatedBy,Late_Blight
Grape,applicableTo,Vein_Yellowing
Grape,treatedBy,Bacterial_Spot
Water_Soaked_Lesions,coOccursWith,Peach
Mosaic_Patterns,affectsPart,Proper_Irrigation
Crop_Rotation,similarTo,Tomato_Mosaic_Virus
Leaf_Wilting,similarTo,White_Powdery_Growth
Black_Rot,hasSymptom,Tomato
Grape,hasDisease,Leaf_Scorch
Curling_Leaves,treatedBy,Stunted_Growth
Bacterial_Spot,showsSymptom,Septoria_Leaf_Spot
Orange,applicableTo,Pepper
Cedar_Apple_Rust,affectsPart,Mosaic_Patterns
Leaf_Blight,coOccursWith,Leaf_Scorch
Apple_Scab,hasSymptom,Potato
Biological_Control,hasSymptom,Yellowing_Leaves
Stunted_Growth,affectsPart,Corn
Orange,showsSymptom,Strawberry
Remove_Infected_Plants,applicableTo,Cedar_Apple_Rust
Tomato,treatedBy,Pruning
Tomato_Mosaic_Virus,coOccursWith,White_Powdery_Growth
Dark_Margins,showsSymptom,Yellowing_Leaves
Gray_Leaf_Spot,hasSymptom,Cherry
Pepper,applicableTo,Late_Blight
Dark_Margins,applicableTo,Esca
Resistant_Variety,coOccursWith,Apple_Scab
Spider_Mites,similarTo,Vein_Yellowing
Common_Rust,treatedBy,Biological_Control
Tomato_Yellow_Leaf_Curl_Virus,affectsPart,Vein_Yellowing
Gray_Leaf_Spot,applicableTo,Black_Rot
Common_Rust,applicableTo,Yellowing_Leaves
Citrus_Greening,applicableTo,Tomato_Yellow_Leaf_Curl_Virus
Gray_Leaf_Spot,hasDisease,Copper_Spray
Curling_Leaves,affectsPart,Apple
Soil_Solarization,hasSymptom,Biological_Control
Target_Spot,coOccursWith,Biological_Control
Squash,applicableTo,Corn
Bacterial_Spot,applicableTo,Tomato_Mosaic_Virus
Water_Soaked_Lesions,similarTo,Remove_Infected_Plants
Proper_Irrigation,hasDisease,Vein_Yellowing
Apple_Scab,hasSymptom,Corn
Apple_Scab,coOccursWith,White_Powdery_Growth
Potato,similarTo,Leaf_Wilting
Fungicide,hasDisease,Brown_Leaf_Spots
Target_Spot,hasDisease,Leaf_Mold
Leaf,hasDisease,Cedar_Apple_Rust
Grape,hasSymptom,Late_Blight
White_Powdery_Growth,affectsPart,Northern_Leaf_Blight
Leaf_Scorch,affectsPart,Stunted_Growth
Gray_Leaf_Spot,hasDisease,Septoria_Leaf_Spot
Vein_Yellowing,affectsPart,Septoria_Leaf_Spot
Early_Blight,showsSymptom,Powdery_Mildew
Leaf_Blight,treatedBy,Potato
Apple_Scab,hasSymptom,Tomato_Mosaic_Virus
Northern_Leaf_Blight,affectsPart,Strawberry
Tomato,similarTo,Yellowing_Leaves
Vein_Yellowing,hasSymptom,Curling_Leaves
Cedar_Apple_Rust,applicableTo,Northern_Leaf_Blight
Squash,treatedBy,Septoria_Leaf_Spot
Copper_Spray,coOccursWith,Gray_Leaf_Spot
Cedar_Apple_Rust,affectsPart,Apple_Scab
Grape,treatedBy,Septoria_Leaf_Spot
Target_Spot,similarTo,Resistant_Variety
Bacterial_Spot,hasDisease,Strawberry
Brown_Leaf_Spots,affectsPart,Septoria_Leaf_Spot
Corn,hasDisease,Soil_Solarization
Soil_Solarization,showsSymptom,Peach
Mosaic_Patterns,similarTo,Stunted_Growth
Cedar_Apple_Rust,treatedBy,Powdery_Mildew
Early_Blight,similarTo,Vein_Yellowing
Proper_Irrigation,hasSymptom,Spider_Mites
Stunted_Growth,applicableTo,Yellowing_Leaves
Leaf_Mold,hasDisease,Proper_Irrigation
Bacterial_Spot,hasDisease,Potato
Tomato_Mosaic_Virus,applicableTo,Dark_Margins
Cedar_Apple_Rust,hasSymptom,Tomato_Mosaic_Virus
Spider_Mites,applicableTo,Necrotic_Tissue
Powdery_Mildew,similarTo,Fungicide
Dark_Margins,hasSymptom,Necrotic_Tissue
Orange,applicableTo,Apple_Scab
Soil_Solarization,treatedBy,Soil_Solarization
Tomato_Mosaic_Virus,hasDisease,Pruning
Proper_Irrigation,affectsPart,Leaf
Remove_Infected_Plants,hasDisease,Grape
Vein_Yellowing,showsSymptom,Powdery_Mildew
Target_Spot,treatedBy,Orange
Proper_Irrigation,hasDisease,Cedar_Apple_Rust
Peach,hasDisease,Crop_Rotation
Late_Blight,hasDisease,Leaf_Wilting
Septoria_Leaf_Spot,treatedBy,Mosaic_Patterns
Soil_Solarization,coOccursWith,Septoria_Leaf_Spot
Curling_Leaves,showsSymptom,Leaf_Scorch
Water_Soaked_Lesions,affectsPart,Remove_Infected_Plants
Esca,coOccursWith,Tomato_Mosaic_Virus
Copper_Spray,affectsPart,Leaf
Soil_Solarization,affectsPart,Northern_Leaf_Blight
White_Powdery_Growth,showsSymptom,White_Powdery_Growth
Peach,applicableTo,Crop_Rotation
Fungicide,coOccursWith,Copper_Spray
Cedar_Apple_Rust,hasDisease,Leaf_Mold
Tomato,affectsPart,Soil_Solarization
Spider_Mites,hasSymptom,Resistant_Variety
Corn,hasSymptom,Yellowing_Leaves
Bacterial_Spot,hasDisease,Leaf_Blight
Septoria_Leaf_Spot,hasDisease,Biological_Control
Bacterial_Spot,coOccursWith,Fungicide
Septoria_Leaf_Spot,similarTo,Tomato_Yellow_Leaf_Curl_Virus
Mosaic_Patterns,treatedBy,Common_Rust
Apple_Scab,similarTo,Brown_Leaf_Spots
Peach,hasSymptom,Soil_Solarization
Remove_Infected_Plants,treatedBy,Gray_Leaf_Spot
Target_Spot,similarTo,Powdery_Mildew
Grape,hasDisease,Strawberry
Yellowing_Leaves,affectsPart,Apple
Dark_Margins,affectsPart,Septoria_Leaf_Spot
Curling_Leaves,treatedBy,Bacterial_Spot
Tomato_Yellow_Leaf_Curl_Virus,showsSymptom,Pruning
Grape,applicableTo,Citrus_Greening
White_Powdery_Growth,showsSymptom,Brown_Leaf_Spots
Tomato_Mosaic_Virus,hasSymptom,Tomato
Brown_Leaf_Spots,applicableTo,Early_Blight
Powdery_Mildew,affectsPart,Vein_Yellowing
Citrus_Greening,affectsPart,Cedar_Apple_Rust
Esca,treatedBy,Early_Blight
Apple_Scab,coOccursWith,Resistant_Variety
Grape,showsSymptom,Biological_Control
Cherry,similarTo,Brown_Leaf_Spots
Black_Rot,applicableTo,Late_Blight
Orange,hasSymptom,Corn
Soil_Solarization,hasSymptom,Corn
Esca,treatedBy,Peach
Sanitation,treatedBy,Early_Blight
Peach,similarTo,Leaf_Mold
